Id,TestID,Data_LoadImage,Data_LoadTool,Data_LoadTool,Data1_LoadPanel,Data_Input1,Data_Input1,Data_Input1,Data_Input1,Data_LinkPort,Data_Input2,Data_Input2,Data_Input2,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_LinkItem1,Data_Checkpoint,Data_TriggerOne,DataInput1Extend,DataInput1Extend,DataInput1Extend,DataInput1Extend,Data_Input2Extend,Data_Input2Extend,Data_Input2Extend,Data_Number,Data_Time,Data_CheckPoint,Data_CheckPoint,Data_CheckPoint
306,ListEdit_OCRProperties3_027,Sample OCR,None,List Edit,Setup,OCRVerificationParams,Read,None,None,,OCRVerificationParams List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,OCRVerificationParams List,Delete,1,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
307,ListEdit_PatternModel_004,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
308,ListEdit_PatternModel_005,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Read Last,None,None,Pattern Model,Insert,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
309,ListEdit_PatternModel_006,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Read,1,None,Pattern Model List,Insert,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
310,ListEdit_PatternModel_007,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model,Insert,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
311,ListEdit_PatternModel_008,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
312,ListEdit_PatternModel_009,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Read Last,None,None,Pattern Model,Append,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
313,ListEdit_PatternModel_010,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Read,1,None,Pattern Model List,Append,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
314,ListEdit_PatternModel_011,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model,Append,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
315,ListEdit_PatternModel_012,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
316,ListEdit_PatternModel_013,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take Last,None,None,Pattern Model,Write,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
317,ListEdit_PatternModel_014,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take,1,None,Pattern Model List,Write,2,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
318,ListEdit_PatternModel_015,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Take,None,None,Selected Pattern Model,Pattern Model,Write,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
319,ListEdit_PatternModel_016,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Take Last,None,None,Selected Pattern Model,Pattern Model List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
320,ListEdit_PatternModel_017,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take Last,None,None,Pattern Model,Insert,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
321,ListEdit_PatternModel_018,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take,1,None,Pattern Model List,Insert,0,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
322,ListEdit_PatternModel_019,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Take,None,None,Selected Pattern Model,Pattern Model,Insert,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
323,ListEdit_PatternModel_020,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Take Last,None,None,Selected Pattern Model,Pattern Model List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
324,ListEdit_PatternModel_021,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take Last,None,None,Pattern Model,Append,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
325,ListEdit_PatternModel_022,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Take,1,None,Pattern Model List,Append,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
326,ListEdit_PatternModel_023,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Take,None,None,Selected Pattern Model,Pattern Model,Append,None,CheckInput1,CheckOutput1,None,None,None,None,CheckPassFail,CheckMessage,Output 2,CheckOutput1Detail,5,,,,,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
327,ListEdit_PatternModel_025,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read Last,None,None,Selected Pattern Model,Pattern Model List,Insert,0,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Delete Last,None,None,Pattern Model,Append,None,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
328,ListEdit_PatternModel_027,Sample Pattern Sort,Pattern Find,List Edit,Setup,Pattern Model,Read,None,None,Selected Pattern Model,Pattern Model List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Pattern Model List,Delete,1,2,,,,0,4,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
329,ListEdit_UseCase14_179,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput9,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Delete,2,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
330,ListEdit_UseCase14_180,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput10,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Delete,2,5,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
331,ListEdit_UseCase14_181,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput11,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Delete,2,5,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
332,ListEdit_UseCase15_183,Sample Bulb,Blob,List Edit,Setup,Blob,Read,None,None,None,Blob List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckTextField1,CheckTextField2,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
333,ListEdit_UseCase15_184,Sample OCR,None,List Edit,Setup,Boolean,Read,None,None,Successful Read,Boolean List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckTextField1,CheckTextField2,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
334,ListEdit_UseCase0_001,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,None,None,Output Blob List,Blob,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
335,ListEdit_UseCase0_002,Sample OCR,None,List Edit,Setup,Boolean List,Read,None,None,Character Success List,Boolean,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
336,ListEdit_UseCase0_004,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,None,None,Output 2,Image,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
337,ListEdit_UseCase0_005,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,None,None,Run Count,Integer,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
338,ListEdit_UseCase0_006,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,None,None,Line Segment,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
339,ListEdit_UseCase0_007,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,None,None,Origin,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
340,ListEdit_UseCase0_008,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,None,None,Point,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
341,ListEdit_UseCase0_010,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,None,None,Real,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
342,ListEdit_UseCase0_011,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,None,None,Rectangle,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
343,ListEdit_UseCase0_012,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,None,None,String,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
344,ListEdit_UseCase00_015,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,None,None,Output Blob List,Blob,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
345,ListEdit_UseCase00_016,Sample OCR,None,List Edit,Setup,Boolean List,Take,None,None,Character Success List,Boolean,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
346,ListEdit_UseCase00_018,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,None,None,Output 2,Image,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
347,ListEdit_UseCase00_019,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,None,None,Run Count,Integer,Write,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
348,ListEdit_UseCase00_020,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,None,None,Line Segment,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
349,ListEdit_UseCase00_021,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,None,None,Origin,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
350,ListEdit_UseCase00_022,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,None,None,Point,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
351,ListEdit_UseCase00_024,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,None,None,Real,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
352,ListEdit_UseCase00_025,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,None,None,Rectangle,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
353,ListEdit_UseCase00_026,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,None,None,String,Write,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
354,ListEdit_UseCase1_029,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,None,None,Output Blob List,Blob List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
355,ListEdit_UseCase1_030,Sample OCR,None,List Edit,Setup,Boolean List,Read,None,None,Character Success List,Boolean List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
356,ListEdit_UseCase1_032,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,None,None,Output 2,Image List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
357,ListEdit_UseCase1_033,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,None,None,Run Count,Integer List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
358,ListEdit_UseCase1_034,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,None,None,Line Segment List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
359,ListEdit_UseCase1_035,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,None,None,Origin List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
360,ListEdit_UseCase1_036,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,None,None,Point List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
361,ListEdit_UseCase1_038,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,None,None,Real List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
362,ListEdit_UseCase1_039,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,None,None,Rectangle List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
363,ListEdit_UseCase1_040,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,None,None,String List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
364,ListEdit_UseCase1_042,Sample Bulb,Blob,List Edit,Setup,Blob List,Read Last,None,None,Output Blob List,Blob List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
365,ListEdit_UseCase1_043,Sample OCR,None,List Edit,Setup,Boolean List,Read Last,None,None,Character Success List,Boolean List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
366,ListEdit_UseCase1_045,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read Last,None,None,Output 2,Image List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
367,ListEdit_UseCase1_046,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read Last,None,None,Run Count,Integer List,Insert,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
368,ListEdit_UseCase1_047,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read Last,None,None,Line Segment List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
369,ListEdit_UseCase1_048,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read Last,None,None,Origin List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
370,ListEdit_UseCase1_049,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read Last,None,None,Point List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
371,ListEdit_UseCase1_051,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read Last,None,None,Real List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
372,ListEdit_UseCase1_052,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read Last,None,None,Rectangle List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
373,ListEdit_UseCase1_054,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read Last,None,None,String List,Insert,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
374,ListEdit_UseCase10_118,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,None,None,Output Blob List,Blob List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
375,ListEdit_UseCase10_119,Sample OCR,None,List Edit,Setup,Boolean List,Read,None,None,Character Success List,Boolean List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
376,ListEdit_UseCase10_121,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,None,None,Output 2,Image List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
377,ListEdit_UseCase10_122,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,None,None,Run Count,Integer List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
378,ListEdit_UseCase10_123,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,1,3,Line Segment List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
379,ListEdit_UseCase10_124,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,1,3,Origin List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
380,ListEdit_UseCase10_125,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,1,3,Point List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
381,ListEdit_UseCase10_127,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,1,3,Real List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
