Id,TestID,Data Input1,Data Input1,Data Output1,Data Output1,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output,Data Output,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Iput1,Data Iput2,Data Iput3,Data Iput4,Data Iput5,Data Iput6,Data Iput7,Data Iput8,Data Iput9,Data Iput10,DataInput1,Data Input1,DataInput1,Data Output1,Data_Input2,Data Output1,Data_Input2,,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro
286,ListEdit_OCRProperties3_006,"""5""","""Text""","""5""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,5,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
287,ListEdit_OCRProperties3_007,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,,,,,,,,,,Failed,Invalid Types,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,,,,,,
288,ListEdit_OCRProperties3_008,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
289,ListEdit_OCRProperties3_009,"""5""","""Text""","""5""","""Text""",<OCRVerificationParams>,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,5,OCRVerificationParams,0,OCRVerificationParams,,,,,,
290,ListEdit_OCRProperties3_010,"""5""","""Text""","""5""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,5,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
291,ListEdit_OCRProperties3_011,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,,,,,,,,,,Failed,Invalid Types,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,,,,,,
292,ListEdit_OCRProperties3_012,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
293,ListEdit_OCRProperties3_013,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams,0,OCRVerificationParams,,,,,,
294,ListEdit_OCRProperties3_014,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams List,3,OCRVerificationParams List,,,,,,
295,ListEdit_OCRProperties3_015,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,,,,,,,,,,Failed,Invalid Types,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,,,,,,
296,ListEdit_OCRProperties3_016,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams List,0,OCRVerificationParams List,,,,,,
297,ListEdit_OCRProperties3_017,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams,0,OCRVerificationParams,,,,,,
298,ListEdit_OCRProperties3_018,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
299,ListEdit_OCRProperties3_019,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,,,,,,,,,,Failed,Invalid Types,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,,,,,,
300,ListEdit_OCRProperties3_020,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams List,0,OCRVerificationParams List,,,,,,
301,ListEdit_OCRProperties3_021,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams,0,OCRVerificationParams,,,,,,
302,ListEdit_OCRProperties3_022,"""5""","""Text""","""4""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams List,1,OCRVerificationParams List,,,,,,
303,ListEdit_OCRProperties3_023,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,,,,,,,,,,Failed,Invalid Types,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams,,,,,,
304,ListEdit_OCRProperties3_024,"""1""","""Text""","""1""","""Text""",<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,,,,,,,,,,,<OCRVerificationParams>,,,,,,,,,,OCRVerificationParams,0,OCRVerificationParams,0,OCRVerificationParams List,0,OCRVerificationParams List,,,,,,
305,ListEdit_OCRProperties3_025,"""5""","""Text""","""4""","""Text""",,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,4,OCRVerificationParams,0,OCRVerificationParams,,,,,,
306,ListEdit_OCRProperties3_026,"""5""","""Text""","""5""","""Text""",,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,1,OCRVerificationParams List,0,OCRVerificationParams List,0,OCRVerificationParams List,,,,,,
307,ListEdit_OCRProperties3_027,"""5""","""Text""","""4""","""Text""",,,,,,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,,,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,<OCRVerificationParams>,,,,,,OCRVerificationParams List,5,OCRVerificationParams List,3,OCRVerificationParams List,0,OCRVerificationParams List,,,,,,
308,ListEdit_PattenModel_004,"""1""","""Text""","""1""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model List,1,Pattern Model List,,,,,,
309,ListEdit_PattenModel_005,"""5""","""Text""","""5""","""Text""",<Patten Model>,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,5,Pattern Model,5,Pattern Model,,,,,,
310,ListEdit_PattenModel_006,"""5""","""Text""","""5""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,5,Pattern Model List,5,Pattern Model List,,,,,,
311,ListEdit_PattenModel_007,"""1""","""Text""","""1""","""Text""",<Patten Model>,,,,,,,,,,Failed,Invalid Types,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model,1,Pattern Model,,,,,,
312,ListEdit_PattenModel_008,"""1""","""Text""","""1""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model List,1,Pattern Model List,,,,,,
313,ListEdit_PattenModel_009,"""5""","""Text""","""5""","""Text""",<Patten Model>,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,5,Pattern Model,5,Pattern Model,,,,,,
314,ListEdit_PattenModel_010,"""5""","""Text""","""5""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,5,Pattern Model List,5,Pattern Model List,,,,,,
315,ListEdit_PattenModel_011,"""1""","""Text""","""1""","""Text""",<Patten Model>,,,,,,,,,,Failed,Invalid Types,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model,1,Pattern Model,,,,,,
316,ListEdit_PattenModel_012,"""1""","""Text""","""1""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model List,1,Pattern Model List,,,,,,
317,ListEdit_PattenModel_013,"""5""","""Text""","""4""","""Text""",<Patten Model>,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model,4,Pattern Model,,,,,,
318,ListEdit_PattenModel_014,"""5""","""Text""","""4""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model List,4,Pattern Model List,,,,,,
319,ListEdit_PattenModel_015,"""1""","""Text""","""1""","""Text""",<Patten Model>,,,,,,,,,,Failed,Invalid Types,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model,1,Pattern Model,,,,,,
320,ListEdit_PattenModel_016,"""1""","""Text""","""1""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model List,1,Pattern Model List,,,,,,
321,ListEdit_PattenModel_017,"""5""","""Text""","""4""","""Text""",<Patten Model>,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model,4,Pattern Model List,,,,,,
322,ListEdit_PattenModel_018,"""5""","""Text""","""4""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model List,4,Pattern Model List,,,,,,
323,ListEdit_PattenModel_019,"""1""","""Text""","""1""","""Text""",<Patten Model>,,,,,,,,,,Failed,Invalid Types,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model,1,Pattern Model,,,,,,
324,ListEdit_PattenModel_020,"""1""","""Text""","""1""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model List,1,Pattern Model List,,,,,,
325,ListEdit_PattenModel_021,"""5""","""Text""","""4""","""Text""",<Patten Model>,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model,4,Pattern Model List,,,,,,
326,ListEdit_PattenModel_022,"""5""","""Text""","""4""","""Text""",<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model List,4,Pattern Model List,,,,,,
327,ListEdit_PattenModel_023,"""1""","""Text""","""1""","""Text""",<Patten Model>,,,,,,,,,,Failed,Invalid Types,<Patten Model>,,,,,,,,,,,<Patten Model>,,,,,,,,,,Pattern Model,1,Pattern Model,1,Pattern Model,1,Pattern Model,,,,,,
328,ListEdit_PattenModel_025,"""5""","""Text""","""4""","""Text""",,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model,4,Pattern Model,,,,,,
330,ListEdit_PattenModel_027,"""5""","""Text""","""4""","""Text""",,,,,,,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,<Patten Model>,,,,,,Pattern Model List,5,Pattern Model List,4,Pattern Model List,4,Pattern Model List,,,,,,
101,ListEdit_UseCase14_179,"""2""","""Text""","""1""","""Text""",,,,,,,,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,,"""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""",,,Real List,2,Real List,0,Real List,0,Real List,,,,,,
102,ListEdit_UseCase14_180,"""4""","""Text""","""2""","""Text""",,,,,,,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)",,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)","(((148,288),0°),(319,67),)","(((166,252),0°),(319,67),)",,,,Rectangle List,4,Rectangle List,0,Rectangle List,0,Rectangle List,,,,,,
103,ListEdit_UseCase14_181,"""4""","""Text""","""2""","""Text""",,,,,,,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,String List,4,String List,0,String List,0,String List,,,,,,
10,ListEdit_UseCase15_183,"""1""","""Text""","""1""","""Text""",<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,,,<Blob>,,,,,,,,,,,,,,,,,,,,,Blob,0,Blob,0,Blob List,4,Blob List,,,,,,
11,ListEdit_UseCase15_184,"""1""","""Text""","""1""","""Text""","""False""","""False""","""True""",,,,,,,,,,"""True""",,,,,,,,,,,,,,,,,,,,,Boolean,0,Boolean,0,Boolean List,3,Boolean List,,,,,,
